Link,Abstrak,Author,Pub,Ed
detail.jsp?id=46666&lokasi=lokal,"Evaluasi Usability dan Perbaikan Desain Antarmuka Aplikasi Rumah Belajar dengan Pendekatan User-Centered Design Rumah Belajar adalah sebuah aplikasi berbasis website gratis yang dapat digunakan oleh seluruh pelajar di Indonesia sebagai suplemen tambahan pembelajaran. Sejak dikembangkan, belum pernah dilakukan penelitian terkait evaluasi usability pada aplikasi Rumah Belajar. Untuk meningkatkan kepuasan dan kenyamanan pengguna, dibutuhkan penelitian evaluasi usability. Penelitian dilakukan untuk mengetahui permasalahan dan kebutuhan dari pengguna aplikasi Rumah Belajar dengan menggunakan user-centered design. Evaluasi dilakukan dengan penggunaan kuesioner dan system usability scale sebagai metode kuantitatif serta usability testing dan contextual interview sebagai metode kualitatif. Dengan menggunakan user-centered design, penelitian melibatkan pengguna sehingga aplikasi sesuai dengan ekspektasi pengguna. Hasil penelitian menunjukkan bahwa usability aplikasi Rumah Belajar perlu diperbaiki. Perbaikan menggunakan prinsip Shneidermans Eight Golden Rules of Interface Design sebagai acuan dan dirancang dalam bentuk prototype untuk melakukan perbaikan berdasarkan temuan masalah. Rancangan desain perbaikan diujikan pada pengguna dengan usability testing. Setelah diujikan, rancangan desain perbaikan terbukti dapat menyelesaikan mayoritas permasalahan usability.",Farrah Hunafa Ahsin  ," Publisher: Depok: Fakultas Ilmu Komputer Universias Indonesia, 2019 Call Number: SK-1692 (Softcopy SK-1174) ",Harry Budi Santoso
detail.jsp?id=46457&lokasi=lokal,"Skripsi : Evaluasi Usability Dan Perbaikan Rancangan Antarmuka Website Bimbingan Belajar Dengan Pendekatan User-Centered Design (Studi Kasus: Website Bimbingan Tes Alumni 45) Kualitas pendidikan di Indonesia saat ini mulai membaik. Kemajuan tersebut didukung oleh adanya teknologi sehingga menimbulkan kesadaran baru bahwa Indonesia mampu meningkatkan pendidikannya dengan teknologi. Salah satu bentuk pemanfaatan teknologi dalam bidang pendidikan adalah website bimbingan belajar. Namun, di Indonesia masih sangat jarang bimbingan belajar yang memiliki website. Bimbingan Tes Alumni 45 (BTA 45) adalah salah satu bimbingan belajar di Jakarta yang memiliki website dengan fitur yang cukup lengkap. Namun, website yang dibangun sejak tahun 2011, belum pernah dilakukan evaluasi usability. Penelitian ini dilakukan untuk mengetahui apa yang dibutuhkan oleh peserta didik dan kesulitan apa yang dihadapi oleh peserta didik selama menggunakan website bimbingan belajar. Evaluasi usability dan perancangan desain perbaikan dilakukan dengan menggunakan pendekatan User-Centered Design. Evaluasi dilakukan dengan survei online, usability testing, dan contextual interview dengan metode kuantitatif dan kualitatif yang selanjutnya dipetakan pada prinsip Eight Golden Rules of Interface Design. Hasil penelitian menunjukkan bahwa usability website bimbingan belajar BTA 45 perlu diperbaiki untuk meningkatkan motivasi belajar dan kenyamanan siswa dalam menggunakannya. Rancangan desain perbaikan yang telah dibuat mayoritas terbukti menyelesaikan permasalahan usability.",Emma Sharahwati  ," Publisher: Depok: Fakultas Ilmu Komputer Universitas Indonesia, 2018 Call Number: SK-1663 (Softcopy SK-1145) ",Harry Budi Santoso
detail.jsp?id=46682&lokasi=lokal,Evaluasi Usability Fitur Heatmap dalam Pencarian Lokasi Ramai: Studi Kasus Aplikasi GOJEK Driver PT. Aplikasi Karya Anak Bangsa PT Aplikasi Karya Anak Bangsa (GOJEK) merupakan salah satu perusahaan teknologi di bidang transportasi. Perusahaan perlu memperbaiki kualitas layanan dengan secara berkala mengidentifikasi isu-isu yang dialami mitra pengemudi. Isu alokasi merupakan isu yang memiliki inquiries atau frekuensi paling tinggi. Isu tersebut mengakibatkan pengalaman buruk para mitra pengemudi dalam menggunakan aplikasi GOJEK Driver. Fitur Heatmap dikembangkan guna menangani isu alokasi tersebut. Penelitian ini berfokus kepada evaluasi usability fitur Heatmap untuk mengidentifikasi permasalahanpermasalahan terkait fitur Heatmap dan membuat rancangan desain alternatif fitur tersebut menggunakan prinsip eight golden rules of interface design maupun teori pendukung lain. Pendekatan user-centered design digunakan untuk melibatkan pengguna dalam perancangan desain alternatif. Evaluasi pada as-is system dilakukan menggunakan mixed methods yang terdiri dari metode kuantitatif (data ulasan aplikasi GOJEK Driver dan survei daring) dan metode kualitatif (wawancara kontekstual). Evaluasi pada rancangan desain alternatif dilakukan menggunakan usability testing dan Model Kano. Hasil evaluasi as-is system menunjukkan bahwa terdapat berbagai permasalahan usability pada fitur Heatmap yang membutuhkan perbaikan desain interaksi. Hasil pengujian rancangan desain alternatif yang dibuat diharapkan dapat menjawab permasalahan usability fitur Heatmap dan membantu untuk penelitian selanjutnya.,Aisyah Husna  ," Publisher: Depok: Fakultas Ilmu Komputer Universias Indonesia, 2019 Call Number: SK-1719 (Softcopy SK-1201) ",Harry Budi Santoso
detail.jsp?id=46146&lokasi=lokal,"Evaluasi Usability HIJUP Versi Mobile Berdasarkan Customer Segmentation    Pekembangan e-Commerce di Indonesia sangat pesat. Hal tersebut ditandai dengan semakin maraknya kemunculan e-Commerce di Indonesia khususnya fashion eCommerce. HIJUP adalah salah satu fashion e-Commerce khusus muslim. Dalam upaya meningkatkan eksistensinya dengan memberikan pengalaman yang nyaman dalam berinteraksi dengan HIJUP, dibutuhkan evaluasi usability secara berkala. Penelitian ini dilakukan untuk mengukur tingkat kenyamanan pengguna dalam berinteraksi dengan HIJUP dari masing-masing segmen pengguna yang ada di HIJUP yaitu visit not purchase buyer, first time buyer, dan loyal buyer. Evaluasi usability dilakukan dengan menggunakan metode kuantitatif dengan kuesioner online dan SUS serta metode kualitatif dengan usability testing dan pemetaan kepada prinsip Eight Golden Rules of Interface Design. Hasil penelitian menunjukkan bahwa dibutuhkannya perbaikan desain interaksi untuk meningkatkan kemudahan dan kenyamanan pengguna dalam berinteraksi dengan HIJUP. Rancangan desain interaksi yang telah dibuat terbukti mayoritas menyelesaikan permasalahan usability.",Asa Fairuz Dinar  ," Publisher: Depok: Fakultas Ilmu Komputer Universitas Indonesia, 2018 Call Number: SK-1620 (Softcopy SK-1102) ",Harry Budi Santoso
detail.jsp?id=45009&lokasi=lokal,"EvaluasidanPengembanganAlternatifDesainInteraksiSitusPembelajaranOnline: Cozora Aplikasi pembelajaran online merupakan salah satu media pembelajaran yang memudahkan proses pembelajaran antara siswa dan pengajar. Salah satu aplikasi pembelajaran online buatan Indonesia yang menawarkan dua jenis pembelajaran online (synchronous dan asynchronous) adalah Cozora. Sampai saat ini, belum terdapat penelitian yang dilakukan untuk mengevaluasi desain interaksi yang sudah diterapkan di Cozora. Penelitian ini bertujuan untuk mengevaluasi aspek usability danmemberikanalternatifdesaininteraksipadaCozora. Evaluasidilakukandengan menggunakan kuesioner online, usability testing, dan contextual interview. Hasil penelitian menunjukkan bahwa Cozora sudah menerapkan prinsip desain interaksi dan dapat digunakan dengan cukup mudah, tetapi masih diperlukan beberapa perbaikanpadaCozora. Poinperbaikandiimplementasidalambentukprototipedalam penelitianini. KataKunci: aplikasipembelajaranonline,desaininteraksi,usabilityevaluation",Puti Fitri Larasati  ," Publisher: Depok: Fakultas Ilmu Komputer UI, 2017 Call Number: SK-1579 (Softcopy SK-1061) ",Harry Budi Santoso
detail.jsp?id=44953&lokasi=lokal,"Faktor-Faktor Kualitas Informasi dan Kredibilitas Sumber Informasi yang Memengaruhi Persepsi Manfaat dan Risiko terhadap Intensi Adopsi dan Penyebaran Informasi Kesehatan di Media Sosial Media sosial memudahkan individu untuk mendapatkan berbagai macam informasi kesehatan. Manfaat tersebut tidak menutupi kenyataan bahwa informasi kesehatan yang beredar di media sosial memiliki risiko tersendiri. Dalam mengevaluasi manfaat dan risiko informasi kesehatan yang dibacanya di media sosial, individu dapat dipengaruhi oleh berbagai faktor. Melihat hal tersebut, penelitian ini bertujuan untuk mengidentifikasi faktor kualitas informasi dan kredibilitas sumber informasi yang memengaruhi persepsi manfaat dan persepsi risiko pengguna media sosial serta dampaknya terhadap intensi adopsi dan penyebaran informasi kesehatan berlandaskan pada teori elaboration likelihood model (ELM) dan net valence model (NVM). Penelitian ini menggunakan pendekatan kuantitatif dan menggunakan metode survei dalam pengumpulan data. 443 data yang berhasil didapatkan dianalisis menggunakan metode Partial Least Square  Structural Equation Modeling (PLS-SEM) dengan aplikasi SmartPLS 3.0. Hasil penelitian ini menunjukkan bahwa information timeliness, information understandability, valueadded information, dan source trustworthiness terbukti meningkatkan persepsi manfaat pengguna media sosial terhadap suatu informasi kesehatan, serta information completeness terbukti mengurangi persepsi risiko. Hasil penelitian ini turut mengonfirmasi bahwa persepsi manfaat meningkatkan intensi adopsi dan penyebaran informasi kesehatan, sedangkan persepsi risiko terbukti mengurangi intensi adopsi.",Astrinanda Islami  ," Publisher: Depok: Fakultas Ilmu Komputer, 2017 Call Number: SK-1521 (Softcopy SK-1003) ",Achmad Nizar
detail.jsp?id=43528&lokasi=lokal,"Faktor-faktor Pendukung dan Penghambat serta Strategi Adopsi E-commerce dari Sisi Penjual di Indonesia Beberapa penelitian yang lalu telah melakukan penelitian tentang faktor yang berpengaruh pada adopsi e-commerce. Berkaitan dengan adopsi e-commerce, pemerintah Indonesia pada tahun 2015 juga menyatakan bahwa mereka akan mendorong penggunaan e-commerce di Indonesia. Penelitian ini akan menggunakan faktor-faktor yang sebelumnya sudah dikumpulkan oleh penelitian sebelumnya untuk merumuskan faktor yang berpengaruh pada adopsi e-commerce dari sisi penjual perorangan. Selain itu dikumpulkan pula strategi yang dianggap dapat menyukseskan adopsi e-commerce dengan metode wawancara pada responden yang berasal dari pemerintah, vendor e-commerce, dan para penjual. Hasilnya didapatkan 25 faktor pendukung dan 17 faktor penghambat yang sudah diurutkan dengan metode fuzzy-AHP dan dikategorikan dengan framework I-TOE. Selain itu berhasil pula dikumpulkan 11 strategi yang dianggap dapat menyukseskan adopsi e-commerce oleh penjual di Indonesia.",Muslim  ," Publisher: Depok: Fakultas Ilmu Komputer UI, 2016 Call Number: SK-1453 (Softcopy SK-935) ",Puspa Indahati Sandhyaduhita
detail.jsp?id=43525&lokasi=lokal,"Faktor-Faktor yang Dapat Membangun Reputasi Penjual di C2C E-marketplace di Indonesia Adanya ketidakpastian mengenai informasi produk saat berbelanja online menyebabkan munculnya informasi asimetris dari para pembeli. Munculnya informasi asimetris ini mengakibatkan seorang penjual perlu memiliki kemampuan untuk menyampaikan informasi produk dengan baik agar reputasi di mata pelanggan dapat meningkat. Reputasi merupakan sebuah aset berharga yang perlu dimiliki seorang penjual. Dengan adanya reputasi, seorang penjual akan lebih percaya diri dalam melakukan transaksi jual beli. Untuk itu, isu utama yang akan dibahas dalam penelitian ini adalah mengidentifikasi faktor-faktor yang dapat membangun reputasi penjual di C2C e-markeplace di Indonesia. Dengan melakukan tinjauan literatur dari penelitian terdahulu serta konfirmasi kepada 7 penjual berpengalaman (berpengalaman selama 2 tahun dan memiliki tingkat reputasi yang cukup tinggi), penelitian ini berhasil mengidentifikasi 16 faktor yang kemudian dikelompokkan menjadi 5 kategori value chain (inbound logistics, outbound logistics, marketing and sales, services, dan firm infrastructures). Selanjutnya dengan menggunakan kuesioner, penelitian ini mengumpulkan penilaian dari 12 responden penjual di C2C e-marketplace untuk memberikan bobot pada masing-masing kategori dan faktor berdasarkan tingkat kepentingannya. Pengolahan data kuesioner ini dilakukan dengan menggunakan metode fuzzy AHP untuk menentukan bobot dari masing-masing kategori dan faktor. Hasil dari penelitian ini menunjukkan bahwa pemeringkatan kategori pada level tertinggi adalah marketing and sales dan services. Selanjutnya, skor global faktor pada level tertinggi adalah customer services, after sales services, dan kualitas produk.",Niea Kurnia Fajar  ," Publisher: Depok: Fakulas Ilmu Komputer UI, 2016 Call Number: SK-1466 (Softcopy SK-948) ",Puspa Indahati Sandhyaduhita
detail.jsp?id=46172&lokasi=lokal,"Faktor-Faktor yang Memengaruhi attitude pengguna terhadap mobile advertising dan Dampaknya terhadap Purchase intention: Studi Kasus Tokopedia Perkembangan jumlah pengguna mobile mendorong perusahaan dalam memanfaatkan peluang ini untuk meningkatkan strategi marketing mereka. Salah satu strategi marketing yang dapat dilakukan melalui perangkat mobile adalah mobile advertising. Namun, permasalahannya banyak pengguna yang masih menganggap mobile advertising sebagai spam dan banyak juga perusahaan yang belum mengetahui cara untuk memulai mobile advertising. Sementara untuk memulai mobile advertising, harus terlebih dahulu memahami attitude pengguna mobile itu sendiri. Oleh karena itu, penelitian ini bertujuan untuk menganalisis faktor-faktor yang dapat memengaruhi attitude pengguna aplikasi Tokopedia terhadap mobile advertising dilihat dari sisi afektif dan kognitif. Selain itu, penelitian ini bertujuan untuk menganalisis dampak mobile advertising terhadap purchase intention pengguna untuk membeli produk atau layanan yang ditawarkan melalui mobile advertising. Penelitian ini menggunakan pendekatan kuantitatif yang dilakukan dengan penyebaran kuesioner terhadap pengguna aplikasi Tokopedia, dan berhasil mengumpulkan responden sebanyak 565 data. Data tersebut kemudian dianalisis dengan menggunakan metode CB-SEM dibantu dengan tools AMOS 21. Berdasarkan hasil analisis terhadap data penelitian, penulis menemukan bahwa perceived ease of use, perceived usefulness, positive emotions, dan negative emotions memengaruhi attitude pengguna terhadap mobile advertising, dan attitude tersebut juga memiliki pengaruh terhadap purchase intention pengguna terhadap produk atau layanan yang ditawarkan pada mobile advertising tersebut.",Clarita Nainggolan  ," Publisher: Depok: Fakultas Ilmu Komputer Universitas Indonesia, 2018 Call Number: SK-1628 (Sofcopy SK-1110) ",Putu Wuri Handayani
detail.jsp?id=44961&lokasi=lokal,"Faktor-Faktor yang Memengaruhi Behavioral Intention Pengguna pada Layanan Transportasi Online di Indonesia: Studi Kasus Go-Jek, Grab, dan Uber. Penelitian ini bertujuan untuk menganalisis faktor-faktor yang memengaruhi Behavioral Intention pengguna pada layanan transportasi online di Indonesia yaitu Go-Jek, Grab, dan Uber. Faktor-faktor tersebut berasal dari teori IT adoption pada m-commerce user acceptance Technology Acceptance Model (TAM), Theory of Planned Behavior (TPB), dan Innovation Diffusion Theory. Penelitian ini menggunakan pendekatan kuantitatif dengan total responden yang terkumpul sebanyak 2.767 data yang merupakan pengguna layanan transportasi online Go-Jek, Grab, dan Uber. Data tersebut dianalisis dengan metode Covariance Based Structural Equation Model (CB-SEM) pada AMOS 22.0. Berdasarkan hasil analisis diperoleh bahwa faktor Internal Perception (Perceived Usefulness dan Perceived Ease of Use), External Influences (Subjective Norm), Innovation Characteristic (Compatibility), dan Perceived Enjoyment dan Variety of Service memengaruhi Behavioral Intention pengguna pada layanan transportasi online di Indonesia.",Ricky Septian  ," Publisher: Depok: Fakultas Ilmu Komputer, 2017 Call Number: SK-1529 (Softcopy SK-1011) ",Putu Wuri Handayani
